Hard Skill,Category,Subcategory,UAE Count,Standardized Count UAE,US Count,Standardized Count US
Secondary Market,Finance,Financial Trading,771,0.01452236,115,0.00270962
Reputation Management,Marketing and Public Relations,Public Relations,770,0.01450352,224,0.00527788
Emergency Response Planning,Public Safety and National Security,Disaster Management,770,0.01450352,81,0.00190852
Wastewater,Energy and Utilities,"Water Supply, Testing, and Treatment",769,0.01448468,524,0.01234646
Brakes,"Maintenance, Repair, and Facility Services",Vehicle Repair and Maintenance,769,0.01448468,2927,0.06896583
Farsi Language,Media and Communications,Language Competency,769,0.01448468,145,0.00341648
Kaizen Methodology,Manufacturing and Production,Lean Manufacturing,768,0.01446585,682,0.01606925
Fire And Life Safety,Public Safety and National Security,"Fire Prevention, Safety, and Control",768,0.01446585,476,0.01121549
Systems Analysis,Information Technology,System Design and Implementation,764,0.01439051,1439,0.03390565
Beverage Products,Hospitality and Food Services,Food and Beverage,764,0.01439051,65,0.00153153
Companionship,Health Care,Home Health Care and Assisted Living,764,0.01439051,2131,0.05021051
MATLAB,Analysis,Mathematical Software,764,0.01439051,2576,0.06069558
Browser Compatibility,Information Technology,Web Design and Development,761,0.014334,340,0.00801106
Automotive Services,"Maintenance, Repair, and Facility Services",Vehicle Repair and Maintenance,759,0.01429633,729,0.01717666
Organizational Architecture,Business,Business Strategy,758,0.01427749,296,0.00697434
Digital Printing,Manufacturing and Production,Production and Assembly,758,0.01427749,180,0.00424115
Statistical Modeling,Analysis,Statistics,758,0.01427749,811,0.01910874
Performance Measurement,Business,Performance Management,758,0.01427749,546,0.01286482
Environmental Resource Management,Environment,Environment and Resource Management,758,0.01427749,135,0.00318086
Database Design,Information Technology,Database Architecture and Administration,757,0.01425866,882,0.02078164
Mechanics,Engineering,Mechanical Engineering,756,0.01423982,731,0.01722379
Technical Management,Information Technology,IT Management,755,0.01422098,742,0.01748297
TeleCommunications Engineering,Engineering,"Engineering, Other",755,0.01422098,279,0.00657378
Follow-Up Care,Health Care,Nursing and Patient Care,754,0.01420215,1140,0.02686062
Ruby (Programming Language),Information Technology,Scripting Languages,754,0.01420215,916,0.02158275
Revenue Recognition,Finance,Financial Accounting,752,0.01416448,653,0.01538595
Advertising Mail,Marketing and Public Relations,Advertising,752,0.01416448,557,0.01312401
Global Mobility,Human Resources,Human Resources Management and Planning,750,0.01412681,83,0.00195564
Employment Protection Legislation,Human Resources,Compensation and Benefits,747,0.0140703,49,0.00115454
Data Storage,Information Technology,Data Storage,746,0.01405146,1283,0.03022998
Cardiology,Health Care,Cardiology,745,0.01403263,778,0.0183312
Data Centers,Information Technology,Computer Science,745,0.01403263,1253,0.02952312
Dental Surgery,Health Care,Oral and Dental Care,745,0.01403263,284,0.00669159
Azure DevOps,Information Technology,Software Development Tools,743,0.01399496,1627,0.03833529
Treasury Management,Finance,Financial Management,742,0.01397612,450,0.01060288
Health Assessment,Health Care,General Medicine,741,0.01395728,2161,0.05091737
Software Design,Information Technology,Software Development,741,0.01395728,2246,0.05292014
Application Performance Management,Information Technology,Software Quality Assurance,741,0.01395728,1002,0.02360907
Pipe (Fluid Conveyance),"Maintenance, Repair, and Facility Services",Plumbing,741,0.01395728,264,0.00622035
Network Engineering,Information Technology,General Networking,741,0.01395728,1797,0.04234082
Workplace Safety,"Law, Regulation, and Compliance",Occupational Health and Safety,739,0.01391961,1172,0.0276146
Health Promotion,Health Care,Patient Education and Support,739,0.01391961,209,0.00492445
Service-Oriented Architecture,Information Technology,Software Development,739,0.01391961,781,0.01840188
Performance Testing,"Law, Regulation, and Compliance",Quality Assurance and Control,738,0.01390078,1053,0.02481073
Boilers,"Maintenance, Repair, and Facility Services",HVAC,738,0.01390078,680,0.01602213
Surveying Instruments,Engineering,Surveying and Cartography,737,0.01388194,29,0.0006833
Dynamic Business Process Management,Business,Business Operations,736,0.0138631,227,0.00534856
Spring Boot,Information Technology,Software Development Tools,735,0.01384427,1878,0.04424934
Lead Follow-Up,Sales,Prospecting and Qualification,735,0.01384427,239,0.00563131
Hybrid Cloud Computing,Information Technology,Cloud Computing,735,0.01384427,2991,0.07047379
Process Safety,"Law, Regulation, and Compliance",Occupational Health and Safety,734,0.01382543,152,0.00358142
Management Training And Development,Human Resources,Employee Training,734,0.01382543,904,0.0213
Personal Care,Health Care,Home Health Care and Assisted Living,734,0.01382543,3394,0.07996926
Child Safeguarding,Personal Care and Services,Child Care,734,0.01382543,4,0.00009425
Process Mapping,Business,Process Improvement and Optimization,733,0.0138066,529,0.01246427
Visual Basic For Applications,Information Technology,Other Programming Languages,732,0.01378776,709,0.01670542
Core Banking,Finance,Banking Services,730,0.01375009,519,0.01222865
Clinical Research,Science and Research,Medical Science and Research,729,0.01373125,652,0.01536239
Natural Language Processing,Uncategorized,Uncategorized,728,0.01371242,1988,0.04684116
Sawing,Manufacturing and Production,Machinery,728,0.01371242,464,0.01093274
Fire Prevention,Public Safety and National Security,"Fire Prevention, Safety, and Control",728,0.01371242,62,0.00146084
Working Drawings,Engineering,Drafting and Engineering Design,727,0.01369358,34,0.00080111
Organizational Leadership,Business,Business Leadership,726,0.01367475,899,0.02118219
Marketing Research,"Transportation, Supply Chain, and Logistics",Supply Chain Management,725,0.01365591,145,0.00341648
Production Line,Manufacturing and Production,Plant Operations and Management,725,0.01365591,920,0.02167699
User Accounts,Information Technology,Systems Administration,723,0.01361824,587,0.01383086
Key Opinion Leader Development,Marketing and Public Relations,Marketing Strategy and Techniques,723,0.01361824,293,0.00690365
ServiceNow,Information Technology,IT Management,722,0.0135994,3226,0.07601085
Chemical Process,Science and Research,Chemistry,722,0.0135994,197,0.0046417
Gitlab,Information Technology,Version Control,722,0.0135994,1977,0.04658197
Payment Systems,Finance,Banking Services,721,0.01358057,355,0.00836449
Shipping And Receiving,"Transportation, Supply Chain, and Logistics",General Shipping and Receiving,721,0.01358057,1223,0.02881626
Mood Boards,Design,Presentation Design,719,0.0135429,81,0.00190852
Water Treatment,Energy and Utilities,"Water Supply, Testing, and Treatment",717,0.01350523,326,0.0076812
Infrastructure as Code (IaC),Information Technology,IT Management,717,0.01350523,2865,0.06750499
Kotlin,Information Technology,Other Programming Languages,716,0.01348639,880,0.02073452
Security Requirements Analysis,Information Technology,Cybersecurity,716,0.01348639,1537,0.03621472
Planogram,Sales,Merchandising,716,0.01348639,325,0.00765763
Software Architecture,Information Technology,Software Development,715,0.01346755,1135,0.02674281
Geology,Science and Research,Earth and Space Science,714,0.01344872,224,0.00527788
Regulatory Developments,"Law, Regulation, and Compliance",Regulation and Legal Compliance,714,0.01344872,207,0.00487732
Business English,Media and Communications,Language Competency,713,0.01342988,65,0.00153153
Plastic Surgery,Health Care,Surgery,713,0.01342988,252,0.00593761
Strategic Management,Business,Business Strategy,712,0.01341105,191,0.00450033
Structured Cabling,"Maintenance, Repair, and Facility Services",Telecommunications Equipment and Installation,710,0.01337338,311,0.00732777
Mystery Shopping,Marketing and Public Relations,Market Analysis,709,0.01335454,14,0.00032987
Depreciation,Finance,Financial Accounting,709,0.01335454,394,0.00928341
Cardiopulmonary Resuscitation (CPR),Health Care,First Aid,708,0.0133357,2181,0.05138861
Database Management Systems,Information Technology,Databases,706,0.01329803,620,0.01460841
Windows PowerShell,Information Technology,Scripting,704,0.01326036,2891,0.0681176
Drywall (Installation And Repair),Architecture and Construction,General Construction and Construction Labor,704,0.01326036,799,0.018826
Client Needs Assessment,Customer and Client Support,Client Support,703,0.01324153,547,0.01288839
Boosting,Information Technology,Artificial Intelligence and Machine Learning (AI/ML),703,0.01324153,286,0.00673872
Energy Technology,Energy and Utilities,Energy Efficiency,702,0.01322269,370,0.00871792
TensorFlow,Information Technology,Artificial Intelligence and Machine Learning (AI/ML),701,0.01320385,1915,0.04512113
Learning Platforms,Education and Training,Education Software and Technology,701,0.01320385,2109,0.04969215
Network Protocols,Information Technology,Network Protocols,701,0.01320385,1549,0.03649746
Ophthalmology,Health Care,Eye Care,700,0.01318502,190,0.00447677
Equipment Operation,Manufacturing and Production,Machinery,700,0.01318502,1274,0.03001792
Operational Data Store,Business,Business Operations,699,0.01316618,667,0.01571582
Fashion Retail,Sales,Retail Sales,699,0.01316618,219,0.00516007
Structural Analysis,Engineering,Civil and Architectural Engineering,698,0.01314735,749,0.0176479
Image Editing,Media and Communications,Photo/Video Production and Technology,698,0.01314735,104,0.00245044
Video Editing Software,Media and Communications,Photo/Video Production and Technology,697,0.01312851,155,0.0036521
Cargo Handling,"Transportation, Supply Chain, and Logistics",Transportation Operations,697,0.01312851,18,0.00042412
Software Sales,Sales,Specialized Sales,696,0.01310968,267,0.00629104
Quality Monitoring,"Law, Regulation, and Compliance",Quality Assurance and Control,696,0.01310968,201,0.00473595
Fine Dining Experience,Hospitality and Food Services,Food and Beverage,695,0.01309084,120,0.00282743
Insurance Policies,Finance,Insurance,692,0.01303433,747,0.01760078
Machining,Manufacturing and Production,Manufacturing Processes,691,0.0130155,1510,0.03557854
Selenium (Software),Information Technology,Test Automation,690,0.01299666,1150,0.02709624
Security Awareness,Public Safety and National Security,Safety and Security,690,0.01299666,330,0.00777544
User Feedback,Customer and Client Support,Client Support,685,0.01290248,926,0.02181837
Environmental Engineering,Environment,Environmental Engineering and Restoration,685,0.01290248,468,0.01102699
Legal Support,"Law, Regulation, and Compliance",Legal Support,684,0.01288365,541,0.01274701
Identity And Access Management,Information Technology,Identity and Access Management,683,0.01286481,1661,0.0391364
Influencer Marketing,Marketing and Public Relations,Marketing Strategy and Techniques,682,0.01284597,284,0.00669159
Transaction Log,Customer and Client Support,Payment Processing and Collection,682,0.01284597,77,0.00181427
Mail Sorting,Administration,Administrative Support and Clerical Tasks,682,0.01284597,78,0.00183783
Marketing Calendar,Marketing and Public Relations,Marketing Strategy and Techniques,681,0.01282714,102,0.00240332
Operating Room (OR),Health Care,Surgery,680,0.0128083,775,0.01826051
Turbines,Energy and Utilities,Power Generation,679,0.01278947,459,0.01081493
Order Delivery,"Transportation, Supply Chain, and Logistics",General Shipping and Receiving,677,0.0127518,178,0.00419403
Binance,Finance,Cryptocurrency,676,0.01273296,8,0.0001885
Heavy Equipment,Architecture and Construction,Heavy Equipment Operation,675,0.01271412,881,0.02075808
Customer Advocacy,Customer and Client Support,Client Support,675,0.01271412,1190,0.02803872
Product Support,Customer and Client Support,Client Support,675,0.01271412,1219,0.02872202
Venture Capital,Finance,Investment Management,675,0.01271412,803,0.01892025
Digital Design,Design,Digital Design,674,0.01269529,597,0.01406648
Ad Hoc Analysis,Analysis,Business Intelligence,674,0.01269529,371,0.00874148
Merchandise Displays,Sales,Merchandising,674,0.01269529,237,0.00558418
Bank Regulations,Finance,Financial Regulation,673,0.01267645,151,0.00355785
Food Technology,Manufacturing and Production,Food Science and Processing,672,0.01265762,18,0.00042412
Equipment Inspection,Manufacturing and Production,Machinery,672,0.01265762,1348,0.03176151
Adobe Photoshop Lightroom,Design,Graphic and Visual Design Software,672,0.01265762,60,0.00141372
Excavation,Architecture and Construction,Construction Management,672,0.01265762,365,0.00860011
Pain Management,Health Care,Nursing and Patient Care,671,0.01263878,844,0.01988629
